1108,2008-02-02 13:32:16,116.32977,39.89573
113,2008-02-02 13:32:33,116.3308,39.84783
1132,2008-02-02 13:32:59,116.37918,39.96191
10113,2008-02-02 13:33:06,116.48502,39.96218
1092,2008-02-02 13:33:09,116.32166,39.96632
1011,2008-02-02 13:33:51,116.37343,39.89512
1101,2008-02-02 13:34:06,116.4676,39.8921
1237,2008-02-02 13:34:06,116.2078,39.89346
10117,2008-02-02 13:34:07,116.4016,39.9473
1234,2008-02-02 13:34:09,116.43917,39.99134
1015,2008-02-02 13:34:25,116.30158,39.89587
10203,2008-02-02 13:34:26,116.30889,39.99786
1032,2008-02-02 13:34:34,116.46668,39.89207
1196,2008-02-02 13:34:45,116.42843,39.91473
1000,2008-02-02 13:34:52,116.48361,39.94491
1292,2008-02-02 13:34:59,116.35181,39.90743
10237,2008-02-02 13:34:59,116.41866,39.96713
1195,2008-02-02 13:35:05,116.44405,39.95955
1104,2008-02-02 13:35:20,116.39071,39.84784
10151,2008-02-02 13:35:33,116.27093,39.84639
1009,2008-02-02 13:35:35,116.34446,39.88702
1179,2008-02-02 13:35:36,116.42068,39.91437
1087,2008-02-02 13:35:37,116.37323,39.87007
1172,2008-02-02 13:35:39,116.42611,39.83235
1018,2008-02-02 13:35:41,116.39689,39.97334
10123,2008-02-02 13:35:41,116.18319,39.92614
1140,2008-02-02 13:35:42,116.32998,39.95049
1249,2008-02-02 13:35:42,116.39335,39.92308
1257,2008-02-02 13:35:42,116.36237,39.89935
1244,2008-02-02 13:35:44,116.45576,39.9441
1288,2008-02-02 13:35:47,116.34781,39.91258
1015,2008-02-02 13:35:52,116.29829,39.89605
1251,2008-02-02 13:35:52,116.0764,39.98427
1033,2008-02-02 13:35:54,116.41474,39.87896
10207,2008-02-02 13:35:54,116.49043,40.00326
10222,2008-02-02 13:35:57,116.53646,39.75464
10044,2008-02-02 13:36:02,116.40824,39.98746
10340,2008-02-02 13:36:02,116.34158,39.90602
1016,2008-02-02 13:36:05,116.34278,39.85952
1095,2008-02-02 13:36:05,116.48049,39.89865
1126,2008-02-02 13:36:05,116.28244,40.06344
10033,2008-02-02 13:36:06,116.10387,39.96109
1318,2008-02-02 13:36:08,116.42169,40.04202
1029,2008-02-02 13:36:11,116.41891,39.88621
1127,2008-02-02 13:36:12,116.44413,39.94188
1085,2008-02-02 13:36:13,116.33324,39.927
1226,2008-02-02 13:36:13,116.46414,39.96966
1240,2008-02-02 13:36:13,116.24702,39.89031
1220,2008-02-02 13:36:15,116.30404,39.93748
10275,2008-02-02 13:36:17,116.20879,40.09876
1256,2008-02-02 13:36:22,116.30838,40.07211
10326,2008-02-02 13:36:23,116.4313,39.89946
10056,2008-02-02 13:36:24,116.22482,39.89879
10022,2008-02-02 13:36:27,116.3854,39.85403
1019,2008-02-02 13:36:29,116.35346,39.86684
1108,2008-02-02 13:36:29,116.33337,39.89584
1148,2008-02-02 13:36:29,116.35888,39.99192
1126,2008-02-02 13:36:33,116.28232,40.06363
1021,2008-02-02 13:36:37,116.3555,39.882
1115,2008-02-02 13:36:38,116.44369,39.82559
10029,2008-02-02 13:36:38,116.54161,39.75752
1146,2008-02-02 13:36:42,116.45128,39.91838
10024,2008-02-02 13:36:43,116.43007,39.90152
1123,2008-02-02 13:36:44,116.41958,39.93037
1110,2008-02-02 13:36:45,116.47193,39.90588
1020,2008-02-02 13:36:46,116.38463,39.94755
1308,2008-02-02 13:36:47,116.84217,39.70689
10124,2008-02-02 13:36:47,116.47564,39.96593
1300,2008-02-02 13:36:48,116.39633,39.9671
1199,2008-02-02 13:36:50,116.40939,40.00006
1076,2008-02-02 13:36:58,116.43605,39.9398
1133,2008-02-02 13:36:59,116.3242,39.93747
1024,2008-02-02 13:37:01,116.34739,39.89115
10215,2008-02-02 13:37:01,116.3682,39.89164
1043,2008-02-02 13:37:02,116.56535,40.03235
1083,2008-02-02 13:37:05,116.41285,39.89178
1133,2008-02-02 13:37:08,116.3242,39.93747
1072,2008-02-02 13:37:09,116.49748,39.95158
10035,2008-02-02 13:37:11,116.42585,39.92828
1102,2008-02-02 13:37:13,116.31885,39.96539
10237,2008-02-02 13:37:14,116.41848,39.9727
1120,2008-02-02 13:37:15,116.41442,39.85614
1278,2008-02-02 13:37:15,116.30625,39.97729
10006,2008-02-02 13:37:16,116.54249,39.9156
113,2008-02-02 13:37:17,116.35894,39.85363
1108,2008-02-02 13:37:18,116.3342,39.89591
1220,2008-02-02 13:37:21,116.3039,39.93626
10018,2008-02-02 13:37:21,116.36999,39.93262
1268,2008-02-02 13:37:22,116.31959,39.92547
1167,2008-02-02 13:37:23,116.42614,39.80248
1045,2008-02-02 13:37:24,116.82644,40.06118
10163,2008-02-02 13:37:25,116.32869,39.96949
1078,2008-02-02 13:37:26,116.2151,39.911
10225,2008-02-02 13:37:26,116.35495,39.95483
1111,2008-02-02 13:37:27,116.35472,39.91265
10103,2008-02-02 13:37:27,116.43782,39.86278
1006,2008-02-02 13:37:28,116.31961,39.88581
10014,2008-02-02 13:37:28,116.47312,39.91909
1104,2008-02-02 13:37:30,116.3881,39.85275
1228,2008-02-02 13:37:31,116.82391,38.95095
1136,2008-02-02 13:37:33,116.43389,39.93427
1185,2008-02-02 13:37:33,116.36581,39.97528
1235,2008-02-02 13:37:33,116.56454,40.07082
1027,2008-02-02 13:37:35,116.40863,39.93202
10121,2008-02-02 13:37:37,116.52747,39.93657
1193,2008-02-02 13:37:43,116.33605,39.96207
1253,2008-02-02 13:37:44,116.40595,40.00747
1138,2008-02-02 13:37:45,116.42355,39.99228
10247,2008-02-02 13:37:47,116.41783,39.98752
1060,2008-02-02 13:37:49,116.35542,39.95213
10239,2008-02-02 13:37:49,116.44925,39.97968
1014,2008-02-02 13:37:50,116.48378,39.96273
1013,2008-02-02 13:37:51,116.31154,39.96458
1137,2008-02-02 13:37:51,116.35101,39.91684
10118,2008-02-02 13:37:51,116.28089,39.90887
1040,2008-02-02 13:37:54,116.36362,39.97777
10187,2008-02-02 13:37:54,116.33662,39.90223
1289,2008-02-02 13:37:56,116.7752,39.82729
1132,2008-02-02 13:37:59,116.38663,39.96268
1197,2008-02-02 13:38:00,116.44175,39.82894
1092,2008-02-02 13:38:02,116.31937,39.97091
1198,2008-02-02 13:38:04,116.54683,40.07747
1237,2008-02-02 13:38:08,116.20474,39.90073
10113,2008-02-02 13:38:08,116.48348,39.94419
1085,2008-02-02 13:38:09,116.32848,39.9254
1095,2008-02-02 13:38:09,116.4801,39.89788
1092,2008-02-02 13:38:11,116.31939,39.97092
10054,2008-02-02 13:38:11,116.00424,40.35436
1301,2008-02-02 13:38:12,116.41157,39.97074
1113,2008-02-02 13:38:13,116.41007,39.85591
1023,2008-02-02 13:38:16,116.32273,39.89533
1169,2008-02-02 13:38:19,116.45163,39.90762
1285,2008-02-02 13:38:21,120.6655,31.77027
1129,2008-02-02 13:38:23,116.4443,39.8248
1171,2008-02-02 13:38:23,116.39559,39.9837
1231,2008-02-02 13:38:25,116.37243,39.88784
10052,2008-02-02 13:38:25,116.39777,39.81231
10217,2008-02-02 13:38:25,116.44441,40.02073
1146,2008-02-02 13:38:27,116.45205,39.91523
10154,2008-02-02 13:38:28,116.39142,39.94943
1305,2008-02-02 13:38:29,116.3488,39.95524
1107,2008-02-02 13:38:30,116.41056,39.98713
10202,2008-02-02 13:38:30,116.48455,39.99046
1214,2008-02-02 13:38:31,116.53793,40.02377
1008,2008-02-02 13:38:35,116.40864,39.87083
1028,2008-02-02 13:38:35,116.36876,39.86969
1149,2008-02-02 13:38:36,116.56583,40.07129
10026,2008-02-02 13:38:37,116.3506,39.90013
1007,2008-02-02 13:38:38,116.315,39.90852
1284,2008-02-02 13:38:38,116.44585,39.87229
10184,2008-02-02 13:38:38,116.34304,39.94658
10105,2008-02-02 13:38:39,116.56674,40.07089
1097,2008-02-02 13:38:40,116.44366,39.82559
1175,2008-02-02 13:38:42,116.49519,40.14583
1143,2008-02-02 13:38:44,116.47795,40.09182
10046,2008-02-02 13:38:44,116.31407,39.77936
1137,2008-02-02 13:38:46,116.35056,39.91812
1229,2008-02-02 13:38:49,116.41204,39.90413
1205,2008-02-02 13:38:50,116.48911,39.95787
10031,2008-02-02 13:38:50,116.41482,39.95557
1011,2008-02-02 13:38:51,116.36817,39.88978
1295,2008-02-02 13:38:51,116.48398,39.9374
10312,2008-02-02 13:39:04,116.42915,39.88959
1101,2008-02-02 13:39:05,116.4612,39.89917
1144,2008-02-02 13:39:06,116.35701,39.88782
1000,2008-02-02 13:39:08,116.48347,39.91869
10117,2008-02-02 13:39:09,116.40233,39.93681
1234,2008-02-02 13:39:11,116.46231,39.97084
1145,2008-02-02 13:39:12,116.42671,39.85746
10205,2008-02-02 13:39:13,116.50576,40.01055
1179,2008-02-02 13:39:15,116.41163,39.91123
10119,2008-02-02 13:39:16,116.42785,39.93427
1200,2008-02-02 13:39:17,116.42608,39.82797
10007,2008-02-02 13:39:17,116.24692,39.90822
1074,2008-02-02 13:39:18,116.56542,40.07216
1075,2008-02-02 13:39:22,116.30368,39.94555
1259,2008-02-02 13:39:23,116.3434,39.8724
10239,2008-02-02 13:39:25,116.45105,39.9835
10203,2008-02-02 13:39:26,116.31535,39.99086
10010,2008-02-02 13:39:27,116.56454,40.07188
1223,2008-02-02 13:39:28,116.29519,40.02374
1093,2008-02-02 13:39:29,116.40008,39.92442
10051,2008-02-02 13:39:29,116.08822,39.94842
10156,2008-02-02 13:39:32,116.57746,40.06264
1032,2008-02-02 13:39:34,116.44937,39.8923
1178,2008-02-02 13:39:36,116.85072,40.21572
10028,2008-02-02 13:39:38,116.40763,39.91987
1015,2008-02-02 13:39:40,116.29696,39.90604
1196,2008-02-02 13:39:44,116.43833,39.88912
1207,2008-02-02 13:39:48,116.26995,39.95695
